sub_id,row_index,contribution_receipt_amount,flag,evidence
4012120261303042032,4284,-0.34,refund_or_adjustment,negative_amount
4012120261303041971,4295,-0.34,refund_or_adjustment,negative_amount
4012120261303041962,4296,-0.34,refund_or_adjustment,negative_amount
4012120261303041950,4301,-0.34,refund_or_adjustment,negative_amount
4012120261303041878,4315,-0.34,refund_or_adjustment,negative_amount
4012120261303041875,4316,-0.34,refund_or_adjustment,negative_amount
4012120261303041862,4318,-0.34,refund_or_adjustment,negative_amount
4012120261303041829,4327,-0.34,refund_or_adjustment,negative_amount
4012120261303041826,4329,-0.34,refund_or_adjustment,negative_amount
4012120261303041756,4343,-0.34,refund_or_adjustment,negative_amount
4012120261303041753,4345,-0.34,refund_or_adjustment,negative_amount
4012120261303041672,4355,-0.34,refund_or_adjustment,negative_amount
4012120261303041656,4360,-0.34,refund_or_adjustment,negative_amount
4012120261303041634,4363,-0.34,refund_or_adjustment,negative_amount
4012120261303041600,4370,-0.34,refund_or_adjustment,negative_amount
4012120261303041581,4375,-0.34,refund_or_adjustment,negative_amount
4012120261303041438,4408,-0.34,refund_or_adjustment,negative_amount
4012120261303041381,4423,-0.34,refund_or_adjustment,negative_amount
4012120261303041335,4433,-0.34,refund_or_adjustment,negative_amount
4012120261303041298,4439,-0.34,refund_or_adjustment,negative_amount
4012120261303041282,4445,-0.34,refund_or_adjustment,negative_amount
4012120261303041279,4446,-0.34,refund_or_adjustment,negative_amount
4012120261303041271,4448,-0.34,refund_or_adjustment,negative_amount
4012120261303041253,4450,-0.34,refund_or_adjustment,negative_amount
4012120261303041241,4455,-0.34,refund_or_adjustment,negative_amount
4012120261303041230,4457,-0.34,refund_or_adjustment,negative_amount
4012120261303041199,4463,-0.34,refund_or_adjustment,negative_amount
4012120261303041147,4470,-0.34,refund_or_adjustment,negative_amount
4012120261303041074,4489,-0.34,refund_or_adjustment,negative_amount
4012120261303041064,4493,-0.34,refund_or_adjustment,negative_amount
4012120261303041052,4496,-0.34,refund_or_adjustment,negative_amount
4012120261303041041,4498,-0.34,refund_or_adjustment,negative_amount
4012120261303040856,4533,-0.34,refund_or_adjustment,negative_amount
4012120261303040778,4551,-0.34,refund_or_adjustment,negative_amount
4012120261303040745,4560,-0.34,refund_or_adjustment,negative_amount
4012120261303040708,4566,-0.34,refund_or_adjustment,negative_amount
4012120261303040675,4573,-0.34,refund_or_adjustment,negative_amount
4012120261303040658,4578,-0.34,refund_or_adjustment,negative_amount
4012120261303040614,4587,-0.34,refund_or_adjustment,negative_amount
4012120261303043355,4793,-0.34,refund_or_adjustment,negative_amount
4012120261303043349,4794,-0.34,refund_or_adjustment,negative_amount
4012120261303043332,4795,-0.34,refund_or_adjustment,negative_amount
4012120261303043322,4796,-0.34,refund_or_adjustment,negative_amount
4012120261303043310,4797,-0.34,refund_or_adjustment,negative_amount
4012120261303043293,4798,-0.34,refund_or_adjustment,negative_amount
4012120261303043280,4801,-0.34,refund_or_adjustment,negative_amount
4012120261303043262,4805,-0.34,refund_or_adjustment,negative_amount
4012120261303043251,4807,-0.34,refund_or_adjustment,negative_amount
4012120261303043245,4808,-0.34,refund_or_adjustment,negative_amount
4012120261303043209,4811,-0.34,refund_or_adjustment,negative_amount
4012120261303043187,4812,-0.34,refund_or_adjustment,negative_amount
4012120261303043168,4813,-0.34,refund_or_adjustment,negative_amount
4012120261303043165,4814,-0.34,refund_or_adjustment,negative_amount
4012120261303043164,4815,-0.34,refund_or_adjustment,negative_amount
4012120261303043131,4817,-0.34,refund_or_adjustment,negative_amount
4012120261303043114,4818,-0.34,refund_or_adjustment,negative_amount
